state,district,year,season,crop,area_ha,production_t,yield_t_ha
Andhra Pradesh,CHITTOOR,1998,Kharif,Rice,42000.0,105400.0,2.5095
Andhra Pradesh,CHITTOOR,1998,Rabi,Rice,62400.0,159200.0,2.5513
Andhra Pradesh,CHITTOOR,1999,Kharif,Rice,37542.0,75477.0,2.0105
Andhra Pradesh,CHITTOOR,1999,Rabi,Rice,37489.0,76800.0,2.0486
Andhra Pradesh,CHITTOOR,2000,Kharif,Rice,33776.0,89236.0,2.642
Andhra Pradesh,CHITTOOR,2000,Rabi,Rice,41442.0,97181.0,2.345
Andhra Pradesh,CHITTOOR,2001,Kharif,Rice,24377.0,55311.0,2.269
Andhra Pradesh,CHITTOOR,2001,Rabi,Rice,62049.0,170573.0,2.749
Andhra Pradesh,CHITTOOR,2002,Kharif,Rice,20137.0,50020.0,2.484
Andhra Pradesh,CHITTOOR,2002,Rabi,Rice,30034.0,76827.0,2.558
Andhra Pradesh,CHITTOOR,2003,Kharif,Rice,18495.0,38562.0,2.085
Andhra Pradesh,CHITTOOR,2003,Rabi,Rice,27286.0,46714.0,1.712
Andhra Pradesh,CHITTOOR,2004,Kharif,Rice,19055.0,43331.0,2.274
Andhra Pradesh,CHITTOOR,2004,Rabi,Rice,25822.0,69177.0,2.679
Andhra Pradesh,CHITTOOR,2005,Kharif,Rice,16240.0,37173.0,2.289
Andhra Pradesh,CHITTOOR,2005,Rabi,Rice,66351.0,193612.0,2.918
Andhra Pradesh,CHITTOOR,2006,Kharif,Rice,17049.0,42520.0,2.494
Andhra Pradesh,CHITTOOR,2006,Rabi,Rice,29164.0,85101.0,2.918
Andhra Pradesh,CHITTOOR,2007,Kharif,Rice,15000.0,42000.0,2.8
Andhra Pradesh,CHITTOOR,2007,Rabi,Rice,37000.0,116000.0,3.1351
Andhra Pradesh,CHITTOOR,2008,Kharif,Rice,17596.0,46242.0,2.628
Andhra Pradesh,CHITTOOR,2008,Rabi,Rice,37927.0,118636.0,3.128
Andhra Pradesh,CHITTOOR,2009,Kharif,Rice,19758.0,56192.0,2.844
Andhra Pradesh,CHITTOOR,2009,Rabi,Rice,35155.0,113937.0,3.241
Andhra Pradesh,CHITTOOR,2010,Kharif,Rice,18019.0,53639.0,2.9768
Andhra Pradesh,CHITTOOR,2010,Rabi,Rice,43558.0,131502.0,3.019
Andhra Pradesh,CHITTOOR,2011,Kharif,Rice,17342.0,55719.0,3.213
Andhra Pradesh,CHITTOOR,2011,Rabi,Rice,33764.0,113211.0,3.353
Andhra Pradesh,CHITTOOR,2012,Kharif,Rice,12952.0,45241.0,3.493
Andhra Pradesh,CHITTOOR,2012,Rabi,Rice,34557.0,126168.0,3.651
Andhra Pradesh,CHITTOOR,2013,Kharif,Rice,15206.0,48766.0,3.207
Andhra Pradesh,CHITTOOR,2013,Rabi,Rice,34654.0,120249.0,3.47
Andhra Pradesh,CHITTOOR,2014,Kharif,Rice,13304.0,44462.0,3.342
Andhra Pradesh,CHITTOOR,2014,Rabi,Rice,27661.0,87962.0,3.18
Andhra Pradesh,CHITTOOR,2014,Whole Year,Rice,40965.0,132424.0,3.2326
Andhra Pradesh,EAST GODAVARI,1997,Kharif,Rice,214100.0,429300.0,2.0051
Andhra Pradesh,EAST GODAVARI,1997,Rabi,Rice,154400.0,491500.0,3.1833
Andhra Pradesh,EAST GODAVARI,1998,Kharif,Rice,256300.0,386600.0,1.5084
Andhra Pradesh,EAST GODAVARI,1998,Rabi,Rice,157600.0,656600.0,4.1662
Andhra Pradesh,EAST GODAVARI,1999,Kharif,Rice,244655.0,628606.0,2.5694
Andhra Pradesh,EAST GODAVARI,1999,Rabi,Rice,161551.0,645162.0,3.9936
Andhra Pradesh,EAST GODAVARI,2000,Kharif,Rice,253966.0,683423.0,2.691
Andhra Pradesh,EAST GODAVARI,2000,Rabi,Rice,162861.0,683202.0,4.195
Andhra Pradesh,EAST GODAVARI,2001,Kharif,Rice,220811.0,579850.0,2.626
Andhra Pradesh,EAST GODAVARI,2001,Rabi,Rice,165779.0,750150.0,4.525
Andhra Pradesh,EAST GODAVARI,2002,Kharif,Rice,194809.0,551115.0,2.829
Andhra Pradesh,EAST GODAVARI,2002,Rabi,Rice,106427.0,491906.0,4.622
Andhra Pradesh,EAST GODAVARI,2003,Kharif,Rice,234673.0,762453.0,3.249
Andhra Pradesh,EAST GODAVARI,2003,Rabi,Rice,165321.0,869092.0,5.257
Andhra Pradesh,EAST GODAVARI,2004,Kharif,Rice,224521.0,743614.0,3.312
Andhra Pradesh,EAST GODAVARI,2004,Rabi,Rice,162903.0,766296.0,4.704
Andhra Pradesh,EAST GODAVARI,2005,Kharif,Rice,217411.0,348727.0,1.604
Andhra Pradesh,EAST GODAVARI,2005,Rabi,Rice,170012.0,800927.0,4.711
Andhra Pradesh,EAST GODAVARI,2006,Kharif,Rice,227930.0,547716.0,2.403
Andhra Pradesh,EAST GODAVARI,2006,Rabi,Rice,168963.0,845829.0,5.006
Andhra Pradesh,EAST GODAVARI,2007,Kharif,Rice,242000.0,715000.0,2.9545
Andhra Pradesh,EAST GODAVARI,2007,Rabi,Rice,169000.0,803000.0,4.7515
Andhra Pradesh,EAST GODAVARI,2008,Kharif,Rice,240231.0,716609.0,2.983
Andhra Pradesh,EAST GODAVARI,2008,Rabi,Rice,169861.0,796648.0,4.69
Andhra Pradesh,EAST GODAVARI,2009,Kharif,Rice,202153.0,616567.0,3.05
Andhra Pradesh,EAST GODAVARI,2009,Rabi,Rice,104423.0,456537.0,4.372
Andhra Pradesh,EAST GODAVARI,2010,Kharif,Rice,237640.0,457704.0,1.926
Andhra Pradesh,EAST GODAVARI,2010,Rabi,Rice,172888.0,849917.0,4.916
Andhra Pradesh,EAST GODAVARI,2011,Kharif,Rice,197445.0,589741.0,2.9869
Andhra Pradesh,EAST GODAVARI,2011,Rabi,Rice,139649.0,587084.0,4.204
Andhra Pradesh,EAST GODAVARI,2012,Kharif,Rice,232300.0,355651.0,1.531
Andhra Pradesh,EAST GODAVARI,2012,Rabi,Rice,168756.0,746239.0,4.422
Andhra Pradesh,EAST GODAVARI,2013,Kharif,Rice,235159.0,434104.0,1.846
Andhra Pradesh,EAST GODAVARI,2013,Rabi,Rice,169523.0,777602.0,4.587
Andhra Pradesh,EAST GODAVARI,2014,Kharif,Rice,226072.0,681833.0,3.016
Andhra Pradesh,EAST GODAVARI,2014,Rabi,Rice,168045.0,881396.0,5.245
Andhra Pradesh,EAST GODAVARI,2014,Whole Year,Rice,394117.0,1563229.0,3.9664
Andhra Pradesh,GUNTUR,1997,Kharif,Rice,295000.0,845300.0,2.8654
Andhra Pradesh,GUNTUR,1997,Rabi,Rice,14500.0,51800.0,3.5724
Andhra Pradesh,GUNTUR,1998,Kharif,Rice,298400.0,921400.0,3.0878
Andhra Pradesh,GUNTUR,1998,Rabi,Rice,29100.0,99900.0,3.433
Andhra Pradesh,GUNTUR,1999,Kharif,Rice,302886.0,969414.0,3.2006
Andhra Pradesh,GUNTUR,1999,Rabi,Rice,14822.0,53167.0,3.587
Andhra Pradesh,GUNTUR,2000,Kharif,Rice,292899.0,987363.0,3.371
Andhra Pradesh,GUNTUR,2000,Rabi,Rice,12692.0,49600.0,3.908
Andhra Pradesh,GUNTUR,2001,Kharif,Rice,272468.0,935110.0,3.432
Andhra Pradesh,GUNTUR,2001,Rabi,Rice,44917.0,181060.0,4.031
Andhra Pradesh,GUNTUR,2002,Kharif,Rice,202953.0,646811.0,3.187
Andhra Pradesh,GUNTUR,2002,Rabi,Rice,2716.0,7385.0,2.7191
Andhra Pradesh,GUNTUR,2003,Kharif,Rice,170487.0,482990.0,2.833
Andhra Pradesh,GUNTUR,2003,Rabi,Rice,5772.0,16837.0,2.917
Andhra Pradesh,GUNTUR,2004,Kharif,Rice,240404.0,833961.0,3.469
Andhra Pradesh,GUNTUR,2004,Rabi,Rice,21247.0,70922.0,3.338
Andhra Pradesh,GUNTUR,2005,Kharif,Rice,288879.0,892636.0,3.09
Andhra Pradesh,GUNTUR,2005,Rabi,Rice,31434.0,111559.0,3.549
Andhra Pradesh,GUNTUR,2006,Kharif,Rice,288638.0,783941.0,2.716
Andhra Pradesh,GUNTUR,2006,Rabi,Rice,28933.0,100947.0,3.489
Andhra Pradesh,GUNTUR,2007,Kharif,Rice,283000.0,976000.0,3.4488
Andhra Pradesh,GUNTUR,2007,Rabi,Rice,24000.0,85000.0,3.5417
Andhra Pradesh,GUNTUR,2008,Kharif,Rice,281491.0,959321.0,3.408
Andhra Pradesh,GUNTUR,2008,Rabi,Rice,51358.0,187662.0,3.654
Andhra Pradesh,GUNTUR,2009,Kharif,Rice,190526.0,683226.0,3.586
Andhra Pradesh,GUNTUR,2009,Rabi,Rice,112342.0,383423.0,3.413
Andhra Pradesh,GUNTUR,2010,Kharif,Rice,271072.0,649760.0,2.397
Andhra Pradesh,GUNTUR,2010,Rabi,Rice,58393.0,201806.0,3.456
Andhra Pradesh,GUNTUR,2011,Kharif,Rice,281790.0,1080921.0,3.8359
Andhra Pradesh,GUNTUR,2011,Rabi,Rice,11012.0,39060.0,3.547
Andhra Pradesh,GUNTUR,2012,Kharif,Rice,174699.0,607778.0,3.479
Andhra Pradesh,GUNTUR,2012,Rabi,Rice,8362.0,29903.0,3.5761
Andhra Pradesh,GUNTUR,2013,Kharif,Rice,280060.0,912716.0,3.259
Andhra Pradesh,GUNTUR,2013,Rabi,Rice,48107.0,183288.0,3.81
Andhra Pradesh,GUNTUR,2014,Kharif,Rice,255607.0,1000190.0,3.913
Andhra Pradesh,GUNTUR,2014,Rabi,Rice,29695.0,111742.0,3.763
Andhra Pradesh,GUNTUR,2014,Whole Year,Rice,285302.0,1111932.0,3.8974
Andhra Pradesh,KADAPA,1997,Kharif,Rice,47700.0,77500.0,1.6247
Andhra Pradesh,KADAPA,1997,Rabi,Rice,13000.0,27700.0,2.1308
Andhra Pradesh,KADAPA,1998,Kharif,Rice,59200.0,169800.0,2.8682
Andhra Pradesh,KADAPA,1998,Rabi,Rice,17000.0,41600.0,2.4471
Andhra Pradesh,KADAPA,1999,Kharif,Rice,54783.0,134484.0,2.4548
Andhra Pradesh,KADAPA,1999,Rabi,Rice,6828.0,12921.0,1.8924
Andhra Pradesh,KADAPA,2000,Kharif,Rice,60412.0,170120.0,2.816
Andhra Pradesh,KADAPA,2000,Rabi,Rice,7426.0,6134.0,0.826
Andhra Pradesh,KADAPA,2001,Kharif,Rice,38218.0,96883.0,2.535
Andhra Pradesh,KADAPA,2001,Rabi,Rice,37550.0,98231.0,2.616
Andhra Pradesh,KADAPA,2002,Kharif,Rice,27457.0,56424.0,2.055
Andhra Pradesh,KADAPA,2002,Rabi,Rice,9203.0,16446.0,1.787
Andhra Pradesh,KADAPA,2003,Kharif,Rice,23356.0,60025.0,2.57
Andhra Pradesh,KADAPA,2003,Rabi,Rice,10767.0,24032.0,2.232
Andhra Pradesh,KADAPA,2004,Kharif,Rice,46932.0,149619.0,3.188
Andhra Pradesh,KADAPA,2004,Rabi,Rice,5689.0,11424.0,2.0081
Andhra Pradesh,KADAPA,2005,Kharif,Rice,45556.0,85828.0,1.884
Andhra Pradesh,KADAPA,2005,Rabi,Rice,21197.0,55791.0,2.632
Andhra Pradesh,KADAPA,2006,Kharif,Rice,41908.0,114493.0,2.732
Andhra Pradesh,KADAPA,2006,Rabi,Rice,4997.0,10963.0,2.1939
Andhra Pradesh,KADAPA,2007,Kharif,Rice,45000.0,139000.0,3.0889
Andhra Pradesh,KADAPA,2007,Rabi,Rice,17000.0,45000.0,2.6471
Andhra Pradesh,KADAPA,2008,Kharif,Rice,50183.0,87168.0,1.737
Andhra Pradesh,KADAPA,2008,Rabi,Rice,14883.0,41271.0,2.773
Andhra Pradesh,KADAPA,2009,Kharif,Rice,52423.0,153757.0,2.933
Andhra Pradesh,KADAPA,2009,Rabi,Rice,12894.0,34169.0,2.65
Andhra Pradesh,KADAPA,2010,Kharif,Rice,53345.0,80657.0,1.512
Andhra Pradesh,KADAPA,2010,Rabi,Rice,17037.0,48896.0,2.87
Andhra Pradesh,KADAPA,2011,Kharif,Rice,47290.0,141161.0,2.985
Andhra Pradesh,KADAPA,2011,Rabi,Rice,6606.0,17499.0,2.649
Andhra Pradesh,KADAPA,2012,Kharif,Rice,24147.0,61551.0,2.549
Andhra Pradesh,KADAPA,2012,Rabi,Rice,6601.0,19249.0,2.9161
Andhra Pradesh,KADAPA,2013,Kharif,Rice,51753.0,148842.0,2.876
Andhra Pradesh,KADAPA,2013,Rabi,Rice,10959.0,29447.0,2.687
Andhra Pradesh,KADAPA,2014,Kharif,Rice,42124.0,155648.0,3.695
Andhra Pradesh,KADAPA,2014,Rabi,Rice,3761.0,10189.0,2.7091
Andhra Pradesh,KADAPA,2014,Whole Year,Rice,45885.0,165837.0,3.6142
Andhra Pradesh,KRISHNA,1997,Kharif,Rice,257900.0,699400.0,2.7119
Andhra Pradesh,KRISHNA,1997,Rabi,Rice,116300.0,393500.0,3.3835
Andhra Pradesh,KRISHNA,1998,Kharif,Rice,280800.0,759900.0,2.7062
Andhra Pradesh,KRISHNA,1998,Rabi,Rice,134500.0,491200.0,3.652
Andhra Pradesh,KRISHNA,1999,Kharif,Rice,278415.0,834490.0,2.9973
Andhra Pradesh,KRISHNA,1999,Rabi,Rice,127888.0,457596.0,3.5781
Andhra Pradesh,KRISHNA,2000,Kharif,Rice,281343.0,868787.0,3.088
Andhra Pradesh,KRISHNA,2000,Rabi,Rice,112917.0,408308.0,3.616
Andhra Pradesh,KRISHNA,2001,Kharif,Rice,245114.0,714507.0,2.915
Andhra Pradesh,KRISHNA,2001,Rabi,Rice,98472.0,358635.0,3.642
Andhra Pradesh,KRISHNA,2002,Kharif,Rice,243910.0,761243.0,3.121
Andhra Pradesh,KRISHNA,2002,Rabi,Rice,2185.0,5688.0,2.6032
Andhra Pradesh,KRISHNA,2003,Kharif,Rice,222367.0,526565.0,2.368
Andhra Pradesh,KRISHNA,2003,Rabi,Rice,7486.0,19359.0,2.586
Andhra Pradesh,KRISHNA,2004,Kharif,Rice,245306.0,804849.0,3.281
Andhra Pradesh,KRISHNA,2004,Rabi,Rice,10017.0,31584.0,3.153
Andhra Pradesh,KRISHNA,2005,Kharif,Rice,254919.0,697203.0,2.735
Andhra Pradesh,KRISHNA,2005,Rabi,Rice,104332.0,409399.0,3.924
Andhra Pradesh,KRISHNA,2006,Kharif,Rice,251433.0,521221.0,2.073
Andhra Pradesh,KRISHNA,2006,Rabi,Rice,94862.0,355638.0,3.749
Andhra Pradesh,KRISHNA,2007,Kharif,Rice,261000.0,944000.0,3.6169
Andhra Pradesh,KRISHNA,2007,Rabi,Rice,94000.0,355000.0,3.7766
Andhra Pradesh,KRISHNA,2008,Kharif,Rice,273878.0,959395.0,3.503
Andhra Pradesh,KRISHNA,2008,Rabi,Rice,120655.0,467900.0,3.878
Andhra Pradesh,KRISHNA,2009,Kharif,Rice,228196.0,784310.0,3.437
Andhra Pradesh,KRISHNA,2009,Rabi,Rice,108442.0,424984.0,3.919
Andhra Pradesh,KRISHNA,2010,Kharif,Rice,260350.0,722978.0,2.7769
Andhra Pradesh,KRISHNA,2010,Rabi,Rice,94991.0,367710.0,3.871
Andhra Pradesh,KRISHNA,2011,Kharif,Rice,262826.0,980105.0,3.7291
Andhra Pradesh,KRISHNA,2011,Rabi,Rice,9203.0,31437.0,3.416
Andhra Pradesh,KRISHNA,2012,Kharif,Rice,253166.0,908360.0,3.588
Andhra Pradesh,KRISHNA,2012,Rabi,Rice,11365.0,42244.0,3.717
Andhra Pradesh,KRISHNA,2013,Kharif,Rice,264371.0,773285.0,2.925
Andhra Pradesh,KRISHNA,2013,Rabi,Rice,98951.0,402236.0,4.065
Andhra Pradesh,KRISHNA,2014,Kharif,Rice,235212.0,788901.0,3.354
Andhra Pradesh,KRISHNA,2014,Rabi,Rice,52830.0,209894.0,3.973
Andhra Pradesh,KRISHNA,2014,Whole Year,Rice,288042.0,998795.0,3.4675
Andhra Pradesh,KURNOOL,1997,Kharif,Rice,66300.0,176900.0,2.6682
Andhra Pradesh,KURNOOL,1997,Rabi,Rice,9000.0,23900.0,2.6556
Andhra Pradesh,KURNOOL,1998,Kharif,Rice,75100.0,221700.0,2.9521
Andhra Pradesh,KURNOOL,1998,Rabi,Rice,20900.0,44500.0,2.1292
Andhra Pradesh,KURNOOL,1999,Kharif,Rice,81640.0,225431.0,2.7613
Andhra Pradesh,KURNOOL,1999,Rabi,Rice,12430.0,35695.0,2.8717
Andhra Pradesh,KURNOOL,2000,Kharif,Rice,93188.0,307427.0,3.299
Andhra Pradesh,KURNOOL,2000,Rabi,Rice,13909.0,38083.0,2.738
Andhra Pradesh,KURNOOL,2001,Kharif,Rice,43617.0,121779.0,2.792
Andhra Pradesh,KURNOOL,2001,Rabi,Rice,38162.0,98534.0,2.582
Andhra Pradesh,KURNOOL,2002,Kharif,Rice,47948.0,100499.0,2.096
Andhra Pradesh,KURNOOL,2002,Rabi,Rice,10974.0,24856.0,2.265
Andhra Pradesh,KURNOOL,2003,Kharif,Rice,34618.0,100635.0,2.907
Andhra Pradesh,KURNOOL,2003,Rabi,Rice,4966.0,11377.0,2.291
Andhra Pradesh,KURNOOL,2004,Kharif,Rice,61465.0,210702.0,3.428
Andhra Pradesh,KURNOOL,2004,Rabi,Rice,12058.0,37549.0,3.114
Andhra Pradesh,KURNOOL,2005,Kharif,Rice,88555.0,292586.0,3.304
Andhra Pradesh,KURNOOL,2005,Rabi,Rice,20079.0,65980.0,3.286
Andhra Pradesh,KURNOOL,2006,Kharif,Rice,80692.0,270238.0,3.349
Andhra Pradesh,KURNOOL,2006,Rabi,Rice,12475.0,36764.0,2.947
Andhra Pradesh,KURNOOL,2007,Kharif,Rice,90000.0,332000.0,3.6889
Andhra Pradesh,KURNOOL,2007,Rabi,Rice,19000.0,51000.0,2.6842
Andhra Pradesh,KURNOOL,2008,Kharif,Rice,84066.0,279856.0,3.329
Andhra Pradesh,KURNOOL,2008,Rabi,Rice,27383.0,97073.0,3.545
Andhra Pradesh,KURNOOL,2009,Kharif,Rice,81908.0,256454.0,3.131
Andhra Pradesh,KURNOOL,2009,Rabi,Rice,44772.0,157911.0,3.527
Andhra Pradesh,KURNOOL,2010,Kharif,Rice,104110.0,291475.0,2.7997
Andhra Pradesh,KURNOOL,2010,Rabi,Rice,32967.0,105626.0,3.204
Andhra Pradesh,KURNOOL,2011,Kharif,Rice,91984.0,333882.0,3.6298
Andhra Pradesh,KURNOOL,2011,Rabi,Rice,14738.0,46042.0,3.124
Andhra Pradesh,KURNOOL,2012,Kharif,Rice,72625.0,276774.0,3.811
Andhra Pradesh,KURNOOL,2012,Rabi,Rice,16840.0,60102.0,3.569
Andhra Pradesh,KURNOOL,2013,Kharif,Rice,92596.0,340383.0,3.676
Andhra Pradesh,KURNOOL,2013,Rabi,Rice,32298.0,118017.0,3.654
Andhra Pradesh,KURNOOL,2014,Kharif,Rice,91569.0,361514.0,3.948
Andhra Pradesh,KURNOOL,2014,Rabi,Rice,23329.0,82748.0,3.547
Andhra Pradesh,KURNOOL,2014,Whole Year,Rice,114898.0,444262.0,3.8666
Andhra Pradesh,PRAKASAM,1997,Kharif,Rice,62000.0,124300.0,2.0048
Andhra Pradesh,PRAKASAM,1997,Rabi,Rice,74200.0,222100.0,2.9933
Andhra Pradesh,PRAKASAM,1998,Kharif,Rice,72100.0,206700.0,2.8669
Andhra Pradesh,PRAKASAM,1998,Rabi,Rice,73800.0,248900.0,3.3726
Andhra Pradesh,PRAKASAM,1999,Kharif,Rice,70189.0,190583.0,2.7153
Andhra Pradesh,PRAKASAM,1999,Rabi,Rice,54885.0,129541.0,2.3602
Andhra Pradesh,PRAKASAM,2000,Kharif,Rice,50601.0,156559.0,3.094
Andhra Pradesh,PRAKASAM,2000,Rabi,Rice,96893.0,316840.0,3.27
Andhra Pradesh,PRAKASAM,2001,Kharif,Rice,40841.0,134204.0,3.286
Andhra Pradesh,PRAKASAM,2001,Rabi,Rice,106540.0,385888.0,3.622
Andhra Pradesh,PRAKASAM,2002,Kharif,Rice,19256.0,46927.0,2.437
Andhra Pradesh,PRAKASAM,2002,Rabi,Rice,46223.0,104325.0,2.257
Andhra Pradesh,PRAKASAM,2003,Kharif,Rice,14621.0,41992.0,2.872
Andhra Pradesh,PRAKASAM,2003,Rabi,Rice,31497.0,79278.0,2.517
Andhra Pradesh,PRAKASAM,2004,Kharif,Rice,27435.0,95446.0,3.479
Andhra Pradesh,PRAKASAM,2004,Rabi,Rice,66134.0,220491.0,3.334
Andhra Pradesh,PRAKASAM,2005,Kharif,Rice,54390.0,144351.0,2.654
Andhra Pradesh,PRAKASAM,2005,Rabi,Rice,95020.0,340932.0,3.588
Andhra Pradesh,PRAKASAM,2006,Kharif,Rice,41191.0,124809.0,3.03
Andhra Pradesh,PRAKASAM,2006,Rabi,Rice,79875.0,297215.0,3.721
Andhra Pradesh,PRAKASAM,2007,Kharif,Rice,47000.0,173000.0,3.6809
Andhra Pradesh,PRAKASAM,2007,Rabi,Rice,80000.0,287000.0,3.5875
Andhra Pradesh,PRAKASAM,2008,Kharif,Rice,47434.0,167774.0,3.537
Andhra Pradesh,PRAKASAM,2008,Rabi,Rice,83957.0,314503.0,3.746
Andhra Pradesh,PRAKASAM,2009,Kharif,Rice,32959.0,117730.0,3.572
Andhra Pradesh,PRAKASAM,2009,Rabi,Rice,96240.0,371390.0,3.859
Andhra Pradesh,PRAKASAM,2010,Kharif,Rice,48878.0,143300.0,2.9318
Andhra Pradesh,PRAKASAM,2010,Rabi,Rice,107903.0,376150.0,3.486
Andhra Pradesh,PRAKASAM,2011,Kharif,Rice,39122.0,134932.0,3.449
Andhra Pradesh,PRAKASAM,2011,Rabi,Rice,79396.0,292098.0,3.679
Andhra Pradesh,PRAKASAM,2012,Kharif,Rice,17820.0,64027.0,3.593
Andhra Pradesh,PRAKASAM,2012,Rabi,Rice,33942.0,125959.0,3.711
Andhra Pradesh,PRAKASAM,2013,Kharif,Rice,58034.0,213391.0,3.677
Andhra Pradesh,PRAKASAM,2013,Rabi,Rice,80544.0,318874.0,3.959
Andhra Pradesh,PRAKASAM,2014,Kharif,Rice,31764.0,121783.0,3.834
Andhra Pradesh,PRAKASAM,2014,Rabi,Rice,73533.0,284132.0,3.864
Andhra Pradesh,PRAKASAM,2014,Whole Year,Rice,105297.0,405915.0,3.855
