state,district,year,season,crop,area_ha,production_t,yield_t_ha
Telangana,NIZAMABAD,2010,Rabi,Rice,104894.0,416744.0,3.973
Telangana,NIZAMABAD,2011,Kharif,Rice,149497.0,584000.0,3.9064
Telangana,NIZAMABAD,2011,Rabi,Rice,110314.0,388195.0,3.519
Telangana,NIZAMABAD,2013,Kharif,Rice,152303.0,622200.0,4.0853
Telangana,NIZAMABAD,2013,Rabi,Rice,108509.0,421992.0,3.889
Telangana,NIZAMABAD,2014,Kharif,Rice,112427.0,404400.0,3.597
Telangana,NIZAMABAD,2014,Rabi,Rice,56845.0,216125.0,3.802
Telangana,RANGAREDDI,1997,Kharif,Rice,24000.0,48900.0,2.0375
Telangana,RANGAREDDI,1997,Rabi,Rice,15700.0,42800.0,2.7261
Telangana,RANGAREDDI,1998,Kharif,Rice,30200.0,55300.0,1.8311
Telangana,RANGAREDDI,1998,Rabi,Rice,29800.0,77000.0,2.5839
Telangana,RANGAREDDI,1999,Kharif,Rice,34109.0,79167.0,2.321
Telangana,RANGAREDDI,1999,Rabi,Rice,19140.0,37055.0,1.936
Telangana,RANGAREDDI,2000,Kharif,Rice,39103.0,100573.0,2.572
Telangana,RANGAREDDI,2000,Rabi,Rice,18996.0,47642.0,2.508
Telangana,RANGAREDDI,2001,Kharif,Rice,25102.0,66520.0,2.65
Telangana,RANGAREDDI,2001,Rabi,Rice,21614.0,57580.0,2.664
Telangana,RANGAREDDI,2002,Kharif,Rice,20618.0,36844.0,1.787
Telangana,RANGAREDDI,2002,Rabi,Rice,9642.0,22832.0,2.368
Telangana,RANGAREDDI,2003,Kharif,Rice,21939.0,50942.0,2.322
Telangana,RANGAREDDI,2003,Rabi,Rice,14360.0,34605.0,2.4098
Telangana,RANGAREDDI,2004,Kharif,Rice,19504.0,50574.0,2.593
Telangana,RANGAREDDI,2004,Rabi,Rice,10487.0,28042.0,2.674
Telangana,RANGAREDDI,2005,Kharif,Rice,23600.0,65726.0,2.785
Telangana,RANGAREDDI,2005,Rabi,Rice,16656.0,46420.0,2.787
Telangana,RANGAREDDI,2006,Kharif,Rice,20010.0,54747.0,2.736
Telangana,RANGAREDDI,2006,Rabi,Rice,11044.0,28063.0,2.541
Telangana,RANGAREDDI,2007,Kharif,Rice,19000.0,46000.0,2.4211
Telangana,RANGAREDDI,2007,Rabi,Rice,12000.0,31000.0,2.5833
Telangana,RANGAREDDI,2008,Kharif,Rice,19183.0,56398.0,2.94
Telangana,RANGAREDDI,2008,Rabi,Rice,12917.0,35625.0,2.758
Telangana,RANGAREDDI,2009,Kharif,Rice,20022.0,52157.0,2.605
Telangana,RANGAREDDI,2009,Rabi,Rice,15340.0,40498.0,2.64
Telangana,RANGAREDDI,2010,Kharif,Rice,30985.0,78837.0,2.5444
Telangana,RANGAREDDI,2010,Rabi,Rice,21375.0,57264.0,2.679
Telangana,RANGAREDDI,2011,Kharif,Rice,29334.0,67684.0,2.3074
Telangana,RANGAREDDI,2011,Rabi,Rice,14333.0,35417.0,2.471
Telangana,RANGAREDDI,2013,Kharif,Rice,27054.0,62711.0,2.318
Telangana,RANGAREDDI,2013,Rabi,Rice,17986.0,40163.0,2.233
Telangana,RANGAREDDI,2014,Kharif,Rice,23817.0,60376.0,2.535
Telangana,RANGAREDDI,2014,Rabi,Rice,11065.0,30838.0,2.787
Telangana,WARANGAL,1997,Kharif,Rice,43500.0,97300.0,2.2368
Telangana,WARANGAL,1997,Rabi,Rice,35000.0,82600.0,2.36
Telangana,WARANGAL,1998,Kharif,Rice,133300.0,376900.0,2.8275
Telangana,WARANGAL,1998,Rabi,Rice,74400.0,195900.0,2.6331
Telangana,WARANGAL,1999,Kharif,Rice,132447.0,281450.0,2.125
Telangana,WARANGAL,1999,Rabi,Rice,51695.0,108043.0,2.09
Telangana,WARANGAL,2000,Kharif,Rice,162922.0,464979.0,2.854
Telangana,WARANGAL,2000,Rabi,Rice,62179.0,185045.0,2.976
Telangana,WARANGAL,2001,Kharif,Rice,129975.0,369259.0,2.841
Telangana,WARANGAL,2001,Rabi,Rice,49550.0,145776.0,2.942
Telangana,WARANGAL,2002,Kharif,Rice,109862.0,228074.0,2.076
Telangana,WARANGAL,2002,Rabi,Rice,25332.0,64673.0,2.553
Telangana,WARANGAL,2003,Kharif,Rice,124333.0,381827.0,3.071
Telangana,WARANGAL,2003,Rabi,Rice,45902.0,128939.0,2.809
Telangana,WARANGAL,2004,Kharif,Rice,108411.0,291842.0,2.692
Telangana,WARANGAL,2004,Rabi,Rice,21913.0,63920.0,2.917
Telangana,WARANGAL,2005,Kharif,Rice,139319.0,440805.0,3.164
Telangana,WARANGAL,2005,Rabi,Rice,62556.0,205371.0,3.283
Telangana,WARANGAL,2006,Kharif,Rice,140255.0,408002.0,2.909
Telangana,WARANGAL,2006,Rabi,Rice,68680.0,181384.0,2.641
Telangana,WARANGAL,2007,Kharif,Rice,115000.0,354000.0,3.0783
Telangana,WARANGAL,2007,Rabi,Rice,72000.0,205000.0,2.8472
Telangana,WARANGAL,2008,Kharif,Rice,152852.0,459932.0,3.009
Telangana,WARANGAL,2008,Rabi,Rice,78006.0,230040.0,2.949
Telangana,WARANGAL,2009,Kharif,Rice,84342.0,209253.0,2.481
Telangana,WARANGAL,2009,Rabi,Rice,40087.0,107072.0,2.671
Telangana,WARANGAL,2010,Kharif,Rice,169278.0,519314.0,3.0678
Telangana,WARANGAL,2010,Rabi,Rice,98782.0,341094.0,3.453
Telangana,WARANGAL,2011,Kharif,Rice,160729.0,404520.0,2.5168
Telangana,WARANGAL,2011,Rabi,Rice,63620.0,169420.0,2.663
Telangana,WARANGAL,2013,Kharif,Rice,159311.0,501478.0,3.1478
Telangana,WARANGAL,2013,Rabi,Rice,95542.0,299046.0,3.13
Telangana,WARANGAL,2014,Kharif,Rice,95515.0,282059.0,2.953
Telangana,WARANGAL,2014,Rabi,Rice,46492.0,155376.0,3.342
