state,district,crop,season,year,area_ha,production_tonnes,final_yield_t_ha,yield_unit,geographic_level,source_name,source_url,retrieved_date
Telangana,ADILABAD,Rice,Kharif,2002,71657.0,110710.0,1.545,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Rabi,2002,5137.0,11188.0,2.1779,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Kharif,2003,74851.0,184732.0,2.468,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Rabi,2003,6069.0,16016.0,2.639,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Kharif,2004,35637.0,54133.0,1.519,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Rabi,2004,3984.0,8749.0,2.196,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Kharif,2005,69284.0,178198.0,2.572,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Rabi,2005,9466.0,22586.0,2.386,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Kharif,2006,64743.0,155318.0,2.399,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Rabi,2006,9019.0,22548.0,2.5001,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Kharif,2007,40000.0,96000.0,2.4,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Rabi,2007,12000.0,28000.0,2.3333,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Kharif,2008,54506.0,133049.0,2.441,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Rabi,2008,22788.0,65333.0,2.867,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Kharif,2009,37878.0,75264.0,1.987,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Rabi,2009,10240.0,23235.0,2.269,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Kharif,2010,62903.0,175263.0,2.7862,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Rabi,2010,27644.0,79891.0,2.89,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Kharif,2011,60681.0,151310.0,2.4935,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Rabi,2011,15489.0,48016.0,3.1,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Kharif,2013,65502.0,175303.0,2.6763,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Rabi,2013,25191.0,73608.0,2.922,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Kharif,2014,36084.0,81003.0,2.2448,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,ADILABAD,Rice,Rabi,2014,13996.0,45123.0,3.224,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,HYDERABAD,Rice,Kharif,1997,100.0,100.0,1.0,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,HYDERABAD,Rice,Rabi,1997,100.0,100.0,1.0,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,HYDERABAD,Rice,Kharif,1998,100.0,200.0,2.0,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,HYDERABAD,Rice,Rabi,1998,100.0,200.0,2.0,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,HYDERABAD,Rice,Kharif,1999,25.0,60.0,2.4,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,HYDERABAD,Rice,Rabi,1999,12.0,29.0,2.4167,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,HYDERABAD,Rice,Kharif,2000,16.0,46.0,2.875,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Kharif,1997,103000.0,287900.0,2.7951,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Rabi,1997,67600.0,185800.0,2.7485,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Kharif,1998,135000.0,413100.0,3.06,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Rabi,1998,123300.0,423400.0,3.4339,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Kharif,1999,140930.0,435474.0,3.09,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Rabi,1999,91605.0,288647.0,3.151,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Kharif,2000,162729.0,508854.0,3.127,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Rabi,2000,108608.0,376544.0,3.467,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Kharif,2001,141154.0,429108.0,3.04,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Rabi,2001,103207.0,332223.0,3.219,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Kharif,2002,133365.0,345015.0,2.587,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Rabi,2002,48545.0,152965.0,3.151,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Kharif,2003,122858.0,395726.0,3.221,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Rabi,2003,64718.0,206321.0,3.188,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Kharif,2004,65453.0,147989.0,2.261,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Rabi,2004,18182.0,50382.0,2.771,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Kharif,2005,146979.0,501639.0,3.413,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Rabi,2005,119417.0,410675.0,3.439,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Kharif,2006,166750.0,521094.0,3.125,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Rabi,2006,166759.0,548470.0,3.289,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Kharif,2007,130000.0,441000.0,3.3923,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Rabi,2007,152000.0,545000.0,3.5855,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Kharif,2008,160406.0,543135.0,3.386,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Rabi,2008,175551.0,632861.0,3.605,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Kharif,2009,84886.0,274182.0,3.23,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Rabi,2009,77439.0,239209.0,3.089,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Kharif,2010,159548.0,523465.0,3.2809,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Rabi,2010,221971.0,828396.0,3.732,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Kharif,2011,185727.0,601858.0,3.2406,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Rabi,2011,157649.0,518192.0,3.287,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Kharif,2013,209454.0,732042.0,3.495,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Rabi,2013,208458.0,768793.0,3.688,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Kharif,2014,179282.0,632136.0,3.5259,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KARIMNAGAR,Rice,Rabi,2014,99151.0,358827.0,3.619,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Kharif,1997,121100.0,251900.0,2.0801,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Rabi,1997,8600.0,16900.0,1.9651,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Kharif,1998,160700.0,439400.0,2.7343,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Rabi,1998,24900.0,68900.0,2.7671,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Kharif,1999,166514.0,373491.0,2.243,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Rabi,1999,11001.0,26523.0,2.411,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Kharif,2000,172538.0,470856.0,2.729,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Rabi,2000,10773.0,33439.0,3.104,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Kharif,2001,98756.0,254988.0,2.582,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Rabi,2001,39506.0,137639.0,3.484,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Kharif,2002,98920.0,169054.0,1.709,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Rabi,2002,4974.0,12037.0,2.42,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Kharif,2003,130159.0,377591.0,2.901,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Rabi,2003,11949.0,34891.0,2.92,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Kharif,2004,136374.0,387848.0,2.844,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Rabi,2004,26222.0,86244.0,3.289,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Kharif,2005,159480.0,410342.0,2.573,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Rabi,2005,40611.0,120615.0,2.97,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Kharif,2006,155691.0,383000.0,2.46,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Rabi,2006,22510.0,65121.0,2.893,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Kharif,2007,146000.0,450000.0,3.0822,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Rabi,2007,30000.0,98000.0,3.2667,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Kharif,2008,158279.0,477686.0,3.018,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Rabi,2008,36520.0,117923.0,3.229,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Kharif,2009,48475.0,109408.0,2.257,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Rabi,2009,54625.0,197087.0,3.608,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Kharif,2010,167037.0,522924.0,3.1306,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Rabi,2010,51215.0,181147.0,3.537,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Kharif,2011,150051.0,366113.0,2.4399,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Rabi,2011,15263.0,45575.0,2.986,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Kharif,2013,148142.0,432575.0,2.92,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Rabi,2013,43642.0,142709.0,3.27,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Kharif,2014,110439.0,328435.0,2.9739,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
Telangana,KHAMMAM,Rice,Rabi,2014,35269.0,127744.0,3.622,t/ha,district,"Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-03
