district_id,state,district,year,t_sd_daily_tmax,t_range_season_tmax,t_p95_tmax,tdays_gt30_tmax,tdays_gt32_tmax,n_days,final_yield_t_ha,weather_temp_c_mean,weather_precip_mm_sum,low_agr_6,low_agr_7
SD017,Tamil Nadu,CUDDALORE,2006,3.429485193497179,14.205800000000004,37.37974,138,125,183,3.7214,28.647,859.7,False,False
SD017,Tamil Nadu,CUDDALORE,2007,2.689018047762636,14.246300000000002,35.74164,135,114,183,3.26,27.996,897.68,False,False
SD017,Tamil Nadu,CUDDALORE,2008,2.8055715058847097,13.1052,36.59302,159,123,183,2.0765,28.574,929.45,False,False
SD017,Tamil Nadu,CUDDALORE,2009,3.1264247038267423,13.1129,37.456700000000005,151,137,183,2.8961,29.141,743.08,False,False
SD017,Tamil Nadu,CUDDALORE,2010,2.748143803427714,15.427400000000002,36.345420000000004,146,101,183,2.6033,28.199,1089.68,False,False
SD017,Tamil Nadu,CUDDALORE,2011,3.002534866320997,12.9436,37.25383,145,128,183,2.0519,28.547,817.82,False,False
SD017,Tamil Nadu,CUDDALORE,2012,3.3424559130603075,16.930899999999998,38.318200000000004,147,124,183,3.0305,29.073,820.93,False,False
SD018,Tamil Nadu,DHARMAPURI,2004,2.0407454260592783,10.361800000000002,31.595560000000003,64,3,183,2.7717,24.434,635.38,False,False
SD018,Tamil Nadu,DHARMAPURI,2005,2.4134201915030915,10.874899999999997,32.272670000000005,76,12,183,2.9421,24.746,951.96,False,False
SD018,Tamil Nadu,DHARMAPURI,2006,1.941949588074714,10.020600000000002,31.980169999999998,88,9,183,3.6118,24.976,597.31,False,False
SD018,Tamil Nadu,DHARMAPURI,2007,2.053866558487786,11.915300000000002,32.40301,62,11,183,3.7442,24.654,724.71,False,False
SD018,Tamil Nadu,DHARMAPURI,2008,1.9869219847176562,12.5501,32.01182,77,10,183,3.8161,24.862,738.14,False,False
SD018,Tamil Nadu,DHARMAPURI,2009,2.0073224521027773,10.462900000000005,32.05794,80,12,183,3.9229,24.984,731.3,False,False
SD018,Tamil Nadu,DHARMAPURI,2010,2.033331034264175,13.5074,31.94705,49,8,183,4.0769,24.757,844.24,False,False
SD018,Tamil Nadu,DHARMAPURI,2011,1.935516406200451,9.525000000000002,31.959030000000002,65,8,183,4.7374,24.682,683.22,False,False
SD018,Tamil Nadu,DHARMAPURI,2012,2.2876060998807755,14.473200000000002,33.69565,106,45,183,4.4713,25.337,594.42,False,False
SD019,Tamil Nadu,DINDIGUL,2000,2.0372352518394377,10.718200000000003,33.19605,94,32,183,4.415,25.184,800.85,True,True
SD019,Tamil Nadu,DINDIGUL,2001,2.178753350637375,11.451800000000002,33.08276,103,35,183,4.7392,25.374,771.68,True,True
SD019,Tamil Nadu,DINDIGUL,2002,2.4302170334219158,11.8186,33.67303,121,69,183,3.4289,25.789,700.05,True,True
SD019,Tamil Nadu,DINDIGUL,2003,2.8634259649448093,15.1889,34.299659999999996,107,45,183,2.831,25.38,999.97,True,True
SD019,Tamil Nadu,DINDIGUL,2004,2.596662838993487,11.767999999999997,32.64656,96,27,183,3.5303,24.893,964.95,True,True
SD019,Tamil Nadu,DINDIGUL,2005,2.5811459717878593,12.467799999999997,33.00517,103,43,183,3.1727,25.343,1069.02,True,True
SD019,Tamil Nadu,DINDIGUL,2006,2.5109508531140827,10.567800000000002,32.77411,107,43,183,4.3665,25.229,1080.29,True,True
SD019,Tamil Nadu,DINDIGUL,2007,2.2100977368593693,11.962899999999998,32.255750000000006,76,16,183,3.9267,24.969,1123.1,True,True
SD019,Tamil Nadu,DINDIGUL,2008,2.2194916155850994,11.160600000000002,32.75596,106,34,183,3.7,25.36,934.11,True,True
SD019,Tamil Nadu,DINDIGUL,2009,2.3233589062646782,12.2239,32.987049999999996,105,32,183,4.7365,25.451,1045.61,True,True
SD019,Tamil Nadu,DINDIGUL,2010,2.1674952018265583,13.596599999999999,32.15038,82,11,183,5.3438,25.093,1323.46,True,True
SD019,Tamil Nadu,DINDIGUL,2011,2.2879270611780353,11.231999999999996,32.47957,97,24,183,5.396,25.122,1088.5,True,True
SD019,Tamil Nadu,DINDIGUL,2012,2.2428430831018122,11.411400000000004,33.59163,126,61,183,3.2509,25.778,707.96,True,True
SD020,Tamil Nadu,ERODE,2009,2.146931141992387,11.600100000000001,33.09915,103,28,183,4.104,25.41,919.29,True,True
SD020,Tamil Nadu,ERODE,2010,2.008178829846428,13.5502,32.07033,67,10,183,4.2156,25.032,1114.17,True,True
SD020,Tamil Nadu,ERODE,2011,1.8293687359131807,9.461300000000001,32.07582,69,11,183,4.2812,24.869,1008.09,True,True
SD020,Tamil Nadu,ERODE,2012,2.1887944613659287,13.533100000000001,34.20633,119,53,183,4.4109,25.657,659.77,True,True
SD022,Tamil Nadu,KANCHEEPURAM,2000,2.333044242213899,10.678300000000004,35.783210000000004,151,110,183,3.3289,28.251,605.71,False,False
SD022,Tamil Nadu,KANCHEEPURAM,2001,3.1847885306550405,13.008,37.302260000000004,143,111,183,3.5435,28.685,879.64,False,False
SD022,Tamil Nadu,KANCHEEPURAM,2002,3.0453093975994343,13.1186,36.68668,142,126,183,2.8545,28.857,493.17,False,False
SD022,Tamil Nadu,KANCHEEPURAM,2003,2.745535554437049,12.970799999999997,37.47022,146,112,183,3.0441,28.679,572.42,False,False
SD022,Tamil Nadu,KANCHEEPURAM,2004,3.0898017502103907,12.308499999999999,36.521179999999994,127,102,183,3.0205,28.221,778.65,False,False
SD022,Tamil Nadu,KANCHEEPURAM,2005,3.450036208882732,13.459700000000002,37.26829,140,116,183,2.5617,28.52,1099.14,False,False
SD022,Tamil Nadu,KANCHEEPURAM,2006,3.154597966108483,12.7132,36.8096,136,119,183,3.8323,28.595,846.42,False,False
SD022,Tamil Nadu,KANCHEEPURAM,2007,2.479422139894414,12.955099999999998,35.09993,128,83,183,3.7778,27.712,1010.9,False,False
SD022,Tamil Nadu,KANCHEEPURAM,2008,2.599723603818284,12.499100000000002,36.3426,152,105,183,3.6227,28.374,973.5,False,False
SD022,Tamil Nadu,KANCHEEPURAM,2009,3.088965849281598,12.972500000000004,37.48455,152,133,183,3.6413,29.251,630.84,False,False
SD022,Tamil Nadu,KANCHEEPURAM,2010,2.411413673302884,14.783699999999996,35.24343,138,91,183,3.9548,28.126,1117.1,False,False
SD022,Tamil Nadu,KANCHEEPURAM,2011,2.750383955898847,11.428599999999996,36.57837,147,120,183,4.3731,28.576,750.08,False,False
SD022,Tamil Nadu,KANCHEEPURAM,2012,3.1427121897916854,15.253799999999998,38.39957,149,120,183,4.4338,29.02,673.48,False,False
SD023,Tamil Nadu,KANNIYAKUMARI,2000,1.5428953734956605,8.761399999999998,30.77298,26,0,183,4.526,25.335,934.21,True,True
SD023,Tamil Nadu,KANNIYAKUMARI,2001,1.3201380229978255,6.9386000000000045,31.06056,24,2,183,4.3002,25.468,676.46,True,True
SD023,Tamil Nadu,KANNIYAKUMARI,2002,1.490986547964029,7.8672,31.70797,47,4,183,3.7797,25.697,831.44,True,True
SD023,Tamil Nadu,KANNIYAKUMARI,2003,1.467361004572408,8.945799999999995,31.160610000000002,38,1,183,3.0541,25.67,800.04,True,True
SD023,Tamil Nadu,KANNIYAKUMARI,2004,1.1260853859626776,6.362399999999997,29.99931,10,0,183,3.9283,25.234,750.82,True,True
SD023,Tamil Nadu,KANNIYAKUMARI,2005,1.359204914682138,6.776500000000002,30.55153,21,1,183,3.8013,25.44,1045.43,True,True
SD023,Tamil Nadu,KANNIYAKUMARI,2006,1.2993469136434794,6.776400000000002,30.16883,15,0,183,4.3974,25.36,1140.28,True,True
