state,district,crop,season,year,geographic_level,final_yield_t_ha,yield_valid,yield_source_name,yield_source_url,yield_retrieved_date,district_id,canonical_district_name,administrative_boundary_notes,season_window_start,prediction_cutoff_date,weather_available,weather_source,weather_precip_mm_sum,weather_humidity_pct_mean,weather_wind_speed_ms_mean,weather_days_observed,weather_days_expected,satellite_available,satellite_source,satellite_ndvi_mean,satellite_evi_mean,satellite_ndwi_mean,satellite_scenes_observed,satellite_date_range_coverage,soil_available,soil_phh2o,soil_soc,soil_clay,soil_sand,soil_nitrogen,soil_source,rejection_reason,weather_temp_c_mean,dataset_version
Andhra Pradesh,ANANTAPUR,Rice,Kharif,2002,district,2.282,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2002-06-01,2002-11-30,True,data\raw\weather\districts\D0000_weather_daily.csv,410.33,65.2,3.521,183,183,True,data\raw\satellite\districts\D0000_landsat.csv,0.2991,0.2043,-0.0657,15,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,25.923,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Rabi,2002,district,1.867,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2002-11-01,2003-04-30,True,data\raw\weather\districts\D0000_weather_daily.csv,56.78,47.36,2.112,181,181,True,data\raw\satellite\districts\D0000_landsat.csv,0.2319,0.1536,-0.1296,23,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,26.412,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Kharif,2003,district,2.563,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2003-06-01,2003-11-30,True,data\raw\weather\districts\D0000_weather_daily.csv,345.83,63.25,3.713,183,183,True,data\raw\satellite\districts\D0000_landsat.csv,0.413,0.2837,0.0074,10,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,26.389,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Rabi,2003,district,2.352,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2003-11-01,2004-04-30,True,data\raw\weather\districts\D0000_weather_daily.csv,55.04,46.72,2.202,182,182,True,data\raw\satellite\districts\D0000_landsat.csv,0.2278,0.1548,-0.1269,62,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,26.191,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Kharif,2004,district,3.495,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2004-06-01,2004-11-30,True,data\raw\weather\districts\D0000_weather_daily.csv,397.05,67.78,3.714,183,183,True,data\raw\satellite\districts\D0000_landsat.csv,0.3391,0.2389,-0.0361,26,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,25.36,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Rabi,2004,district,2.34,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2004-11-01,2005-04-30,True,data\raw\weather\districts\D0000_weather_daily.csv,96.03,48.34,1.979,181,181,True,data\raw\satellite\districts\D0000_landsat.csv,0.2397,0.155,-0.1345,74,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,26.086,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Kharif,2005,district,2.798,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2005-06-01,2005-11-30,True,data\raw\weather\districts\D0000_weather_daily.csv,766.49,72.19,3.37,183,183,True,data\raw\satellite\districts\D0000_landsat.csv,0.367,0.2574,-0.0053,13,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,25.172,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Rabi,2005,district,2.402,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2005-11-01,2006-04-30,True,data\raw\weather\districts\D0000_weather_daily.csv,162.64,53.29,1.818,181,181,True,data\raw\satellite\districts\D0000_landsat.csv,0.2666,0.1718,-0.1106,61,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,24.819,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Kharif,2006,district,3.017,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2006-06-01,2006-11-30,True,data\raw\weather\districts\D0000_weather_daily.csv,390.83,67.19,3.767,183,183,True,data\raw\satellite\districts\D0000_landsat.csv,0.3293,0.2292,-0.046,27,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,25.955,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Rabi,2006,district,2.948,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2006-11-01,2007-04-30,True,data\raw\weather\districts\D0000_weather_daily.csv,85.8,48.94,2.192,181,181,True,data\raw\satellite\districts\D0000_landsat.csv,0.2254,0.1504,-0.1346,92,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,26.072,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Kharif,2007,district,3.1667,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2007-06-01,2007-11-30,True,data\raw\weather\districts\D0000_weather_daily.csv,701.4,70.69,3.467,183,183,True,data\raw\satellite\districts\D0000_landsat.csv,0.4177,0.2855,0.016,20,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,25.219,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Rabi,2007,district,2.6429,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2007-11-01,2008-04-30,True,data\raw\weather\districts\D0000_weather_daily.csv,234.03,53.65,1.911,182,182,True,data\raw\satellite\districts\D0000_landsat.csv,0.2951,0.1893,-0.0987,63,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,25.143,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Kharif,2008,district,3.122,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2008-06-01,2008-11-30,True,data\raw\weather\districts\D0000_weather_daily.csv,592.31,68.29,3.355,183,183,True,data\raw\satellite\districts\D0000_landsat.csv,0.4083,0.2941,0.0311,27,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,25.498,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Rabi,2008,district,2.705,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2008-11-01,2009-04-30,True,data\raw\weather\districts\D0000_weather_daily.csv,123.94,47.46,2.016,181,181,True,data\raw\satellite\districts\D0000_landsat.csv,0.2835,0.1872,-0.0949,91,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,26.104,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Kharif,2009,district,3.15,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2009-06-01,2009-11-30,True,data\raw\weather\districts\D0000_weather_daily.csv,748.41,70.31,3.657,183,183,True,data\raw\satellite\districts\D0000_landsat.csv,0.4135,0.2979,0.0258,27,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,25.64,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Rabi,2009,district,2.414,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2009-11-01,2010-04-30,True,data\raw\weather\districts\D0000_weather_daily.csv,157.34,52.2,2.027,181,181,True,data\raw\satellite\districts\D0000_landsat.csv,0.29,0.193,-0.0891,58,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,26.585,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Kharif,2010,district,2.9167,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2010-06-01,2010-11-30,True,data\raw\weather\districts\D0000_weather_daily.csv,696.01,72.92,3.312,183,183,True,data\raw\satellite\districts\D0000_landsat.csv,0.2678,0.1875,-0.0706,8,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,25.631,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Rabi,2010,district,2.795,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2010-11-01,2011-04-30,True,data\raw\weather\districts\D0000_weather_daily.csv,174.2,50.55,2.023,181,181,True,data\raw\satellite\districts\D0000_landsat.csv,0.2543,0.1645,-0.1255,33,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,25.495,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Kharif,2011,district,2.5061,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2011-06-01,2011-11-30,True,data\raw\weather\districts\D0000_weather_daily.csv,494.18,67.73,3.759,183,183,True,data\raw\satellite\districts\D0000_landsat.csv,0.4181,0.3026,0.0201,17,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,25.662,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Rabi,2011,district,2.333,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2011-11-01,2012-04-30,True,data\raw\weather\districts\D0000_weather_daily.csv,77.8,44.69,2.049,182,182,True,data\raw\satellite\districts\D0000_landsat.csv,0.2671,0.1768,-0.1091,45,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,26.205,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Kharif,2012,district,2.661,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2012-06-01,2012-11-30,True,data\raw\weather\districts\D0000_weather_daily.csv,428.61,63.9,3.723,183,183,True,data\raw\satellite\districts\D0000_landsat.csv,0.4174,0.2917,0.026,13,1.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,,26.035,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Rabi,2012,district,2.539,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2012-11-01,2013-04-30,False,data\raw\weather\districts\D0000_weather_daily.csv,,,,0,181,False,data\raw\satellite\districts\D0000_landsat.csv,,,,6,0.337,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Kharif,2013,district,2.112,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2013-06-01,2013-11-30,False,data\raw\weather\districts\D0000_weather_daily.csv,,,,0,183,False,data\raw\satellite\districts\D0000_landsat.csv,,,,0,0.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Rabi,2013,district,2.325,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2013-11-01,2014-04-30,False,data\raw\weather\districts\D0000_weather_daily.csv,,,,0,181,False,data\raw\satellite\districts\D0000_landsat.csv,,,,0,0.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Kharif,2014,district,3.008,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2014-06-01,2014-11-30,False,data\raw\weather\districts\D0000_weather_daily.csv,,,,0,183,False,data\raw\satellite\districts\D0000_landsat.csv,,,,0,0.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Rabi,2014,district,2.194,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2014-11-01,2015-04-30,False,data\raw\weather\districts\D0000_weather_daily.csv,,,,0,181,False,data\raw\satellite\districts\D0000_landsat.csv,,,,0,0.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,ANANTAPUR,Rice,Whole Year,2014,district,2.8254,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD000,Anantapur,No known boundary issue for this district.,2014-07-01,2015-06-30,False,data\raw\weather\districts\D0000_weather_daily.csv,,,,0,365,False,data\raw\satellite\districts\D0000_landsat.csv,,,,0,0.0,True,72.0,180.0,313.0,447.0,131.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,CHITTOOR,Rice,Kharif,1997,district,1.9953,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD001,Chittoor,No known boundary issue for this district.,1997-06-01,1997-11-30,False,data\raw\weather\districts\D0001_weather_daily.csv,,,,0,183,False,data\raw\satellite\districts\D0001_landsat.csv,,,,0,0.0,True,67.0,320.0,322.0,411.0,224.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,CHITTOOR,Rice,Rabi,1997,district,2.3937,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD001,Chittoor,No known boundary issue for this district.,1997-11-01,1998-04-30,False,data\raw\weather\districts\D0001_weather_daily.csv,,,,0,181,False,data\raw\satellite\districts\D0001_landsat.csv,,,,0,0.0,True,67.0,320.0,322.0,411.0,224.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,CHITTOOR,Rice,Kharif,1998,district,2.5095,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD001,Chittoor,No known boundary issue for this district.,1998-06-01,1998-11-30,False,data\raw\weather\districts\D0001_weather_daily.csv,,,,0,183,False,data\raw\satellite\districts\D0001_landsat.csv,,,,0,0.0,True,67.0,320.0,322.0,411.0,224.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
